IP Address,MAC Address,Hostname,DHCP Client Name,System Name,Description,Contact,System Location,Vendor,Machine Type,Comments,Response Time,Last Boot Time,Last Synchronization,Status,System Object ID,Type,Skip Scan,Alias,Lease Expiration,Dual Stack IPv6 Address,Subnet Display Name,Subnet Address,Subnet CIDR,Subnet Mask
10.10.12.236,,,,,,,,,,,,,,Available,,Dynamic,No,,,,CO-9thFlr-DATA-101,10.10.12.236,24,255.255.255.0
10.10.12.237,,,,,,,,,,,,,,Available,,Dynamic,No,,,,CO-9thFlr-DATA-101,10.10.12.237,24,255.255.255.0
10.10.12.238,,,,,,,,,,,,,,Available,,Dynamic,No,,,,CO-9thFlr-DATA-101,10.10.12.238,24,255.255.255.0
10.10.12.239,,,,,,,,,,,,,,Available,,Dynamic,No,,,,CO-9thFlr-DATA-101,10.10.12.239,24,255.255.255.0
10.10.12.240,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.240,24,255.255.255.0
10.10.12.241,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.241,24,255.255.255.0
10.10.12.242,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.242,24,255.255.255.0
10.10.12.243,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.243,24,255.255.255.0
10.10.12.244,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.244,24,255.255.255.0
10.10.12.245,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.245,24,255.255.255.0
10.10.12.246,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.246,24,255.255.255.0
10.10.12.247,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.247,24,255.255.255.0
10.10.12.248,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.248,24,255.255.255.0
10.10.12.249,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.249,24,255.255.255.0
10.10.12.250,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.250,24,255.255.255.0
10.10.12.251,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.251,24,255.255.255.0
10.10.12.252,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.252,24,255.255.255.0
10.10.12.253,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.253,24,255.255.255.0
10.10.12.254,,,,,,,,,,,,,,Available,,Static,No,,,,CO-9thFlr-DATA-101,10.10.12.254,24,255.255.255.0
10.10.12.255,,,,,,,,,,Broadcast Address,,,,Reserved,,Static,Yes,,,,CO-9thFlr-DATA-101,10.10.12.255,24,255.255.255.0
