IP Address,MAC Address,Hostname,DHCP Client Name,System Name,Description,Contact,System Location,Vendor,Machine Type,Comments,Response Time,Last Boot Time,Last Synchronization,Status,System Object ID,Type,Skip Scan,Alias,Lease Expiration,Dual Stack IPv6 Address,Subnet Display Name,Subnet Address,Subnet CIDR,Subnet Mask
10.10.13.214,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.214,24,255.255.255.0
10.10.13.215,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.215,24,255.255.255.0
10.10.13.216,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.216,24,255.255.255.0
10.10.13.217,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.217,24,255.255.255.0
10.10.13.218,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.218,24,255.255.255.0
10.10.13.219,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.219,24,255.255.255.0
10.10.13.220,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.220,24,255.255.255.0
10.10.13.221,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.221,24,255.255.255.0
10.10.13.222,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.222,24,255.255.255.0
10.10.13.223,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.223,24,255.255.255.0
10.10.13.224,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.224,24,255.255.255.0
10.10.13.225,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.225,24,255.255.255.0
10.10.13.226,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.226,24,255.255.255.0
10.10.13.227,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.227,24,255.255.255.0
10.10.13.228,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.228,24,255.255.255.0
10.10.13.229,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.229,24,255.255.255.0
10.10.13.230,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.230,24,255.255.255.0
10.10.13.231,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.231,24,255.255.255.0
10.10.13.232,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.232,24,255.255.255.0
10.10.13.233,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.233,24,255.255.255.0
10.10.13.234,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.234,24,255.255.255.0
10.10.13.235,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.235,24,255.255.255.0
10.10.13.236,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.236,24,255.255.255.0
10.10.13.237,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.237,24,255.255.255.0
10.10.13.238,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.238,24,255.255.255.0
10.10.13.239,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.239,24,255.255.255.0
10.10.13.240,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.240,24,255.255.255.0
10.10.13.241,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.241,24,255.255.255.0
10.10.13.242,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.242,24,255.255.255.0
10.10.13.243,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.243,24,255.255.255.0
10.10.13.244,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.244,24,255.255.255.0
10.10.13.245,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.245,24,255.255.255.0
10.10.13.246,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.246,24,255.255.255.0
10.10.13.247,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.247,24,255.255.255.0
10.10.13.248,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.248,24,255.255.255.0
10.10.13.249,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.249,24,255.255.255.0
10.10.13.250,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.250,24,255.255.255.0
10.10.13.251,,,,,,,,,,,,,,Available,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.251,24,255.255.255.0
10.10.13.252,,,,,,,,,,,58,,3/8/19 17:23,Used,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.252,24,255.255.255.0
10.10.13.253,,,,,,,,,,,43,,3/8/19 17:23,Used,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.253,24,255.255.255.0
10.10.13.254,,,,,,,,,,,35,,3/8/19 17:23,Used,,Static,No,,,,CO-11thflr-DATA-102,10.10.13.254,24,255.255.255.0
10.10.13.255,,,,,,,,,,Broadcast Address,,,,Reserved,,Static,Yes,,,,CO-11thflr-DATA-102,10.10.13.255,24,255.255.255.0
